run,model,kd_method,corruption,severity,acc,ece,nll,brier,mean_conf,agreement,kl_ts,agreement_on_teacher_errors
student_resnet8x4_kd_s1,resnet8x4,kd,gaussian_blur,1,0.7285000085830688,0.11186792701482773,1.1513513326644897,0.40164071321487427,0.840161919593811,0.7440000176429749,0.8165145516395569,0.33693206310272217
student_resnet8x4_kd_s2,resnet8x4,kd,gaussian_blur,1,0.7293999791145325,0.11475561559200287,1.1287997961044312,0.395405650138855,0.8441099524497986,0.746399998664856,0.8016326427459717,0.33873143792152405
student_resnet8x4_dkd_nckd,resnet8x4,dkd,gaussian_blur,2,0.608299970626831,0.042634882032871246,1.5193461179733276,0.5263025164604187,0.581007719039917,0.667900025844574,0.7461161017417908,0.3716554045677185
student_resnet8x4_dkd_s1,resnet8x4,dkd,gaussian_blur,2,0.6061000227928162,0.09291022270917892,1.581370234489441,0.5392349362373352,0.6973459124565125,0.6646999716758728,0.7837209701538086,0.36048221588134766
student_resnet8x4_dkd_s2,resnet8x4,dkd,gaussian_blur,2,0.6191999912261963,0.09386087954044342,1.5392037630081177,0.5239320397377014,0.7113624215126038,0.6736000180244446,0.7870607376098633,0.36459866166114807
student_resnet8x4_dkd_tckd,resnet8x4,dkd,gaussian_blur,2,0.5160999894142151,0.209476500749588,2.3902266025543213,0.7009798884391785,0.7255765795707703,0.557699978351593,1.8161596059799194,0.2996177673339844
student_resnet8x4_kd_s1,resnet8x4,kd,gaussian_blur,2,0.5741999745368958,0.19169802963733673,1.932182788848877,0.6159946322441101,0.7658511996269226,0.618399977684021,1.192488670349121,0.3237283229827881
student_resnet8x4_kd_s2,resnet8x4,kd,gaussian_blur,2,0.588699996471405,0.186253160238266,1.8879382610321045,0.598763644695282,0.7749531865119934,0.6269000172615051,1.1681430339813232,0.3199059069156647
student_resnet8x4_dkd_nckd,resnet8x4,dkd,gaussian_blur,3,0.4821000099182129,0.03690887987613678,2.0795795917510986,0.6634476780891418,0.5044780969619751,0.574400007724762,0.883844256401062,0.3626188039779663
student_resnet8x4_dkd_s1,resnet8x4,dkd,gaussian_blur,3,0.47909998893737793,0.152239128947258,2.281665802001953,0.7093534469604492,0.6297960877418518,0.5824999809265137,0.9528730511665344,0.3757127821445465
